unique_id,ground_truth,inferred_value,data,created_at
a3357ec6-3f64-4265-bddc-476b458f357e,96,dugong,<memory at 0x7f42be7fb4c0>,20:30.2
436a24b7-7348-4bf5-9ccc-e4da222fa891,75,,<memory at 0x7f42be7fb580>,56:51.2
ca7700a1-ea73-4d67-84b4-efb99f1d4449,27,,<memory at 0x7f42be7fb640>,56:51.4
a98f6906-34ef-4a3c-b30f-622b7fd9874c,5,,<memory at 0x7f42be7fb700>,56:51.9
3a32cb72-d620-45c9-814c-7a41ecd7c64d,27,snow_leopard,<memory at 0x7f42be7fb7c0>,20:30.2
b3502f80-e47f-4fee-9111-b8927f2c607e,15,,<memory at 0x7f42be7fb880>,56:52.1
71c6fafd-cbb4-4a03-ab61-1f4582bc170c,68,,<memory at 0x7f42be7fb940>,56:52.3
436a24b7-7348-4bf5-9ccc-e4da222fa891,62,,<memory at 0x7f42be7fba00>,56:52.5
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,65,wood_rabbit,<memory at 0x7f42be7fbac0>,20:30.8
ca7700a1-ea73-4d67-84b4-efb99f1d4449,25,,<memory at 0x7f42be7fbb80>,56:52.5
a98f6906-34ef-4a3c-b30f-622b7fd9874c,58,,<memory at 0x7f42be7fbc40>,56:52.8
b3502f80-e47f-4fee-9111-b8927f2c607e,99,,<memory at 0x7f42be7fbd00>,56:53.0
71c6fafd-cbb4-4a03-ab61-1f4582bc170c,82,,<memory at 0x7f42be7fbdc0>,56:53.0
3a32cb72-d620-45c9-814c-7a41ecd7c64d,40,table_lamp,<memory at 0x7f42be7fbe80>,30:20.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,75,skunk,<memory at 0x7f42be7fbf40>,20:31.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,99,nematode,<memory at 0x7f42be604040>,35:51.5
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,44,banded_gecko,<memory at 0x7f42be604100>,30:21.8
a3357ec6-3f64-4265-bddc-476b458f357e,52,Kerry_blue_terrier,<memory at 0x7f42be6041c0>,30:22.7
a3357ec6-3f64-4265-bddc-476b458f357e,90,EntleBucher,<memory at 0x7f42be604280>,30:25.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,35,tobacco_shop,<memory at 0x7f42be604340>,30:24.6
a3357ec6-3f64-4265-bddc-476b458f357e,78,nematode,<memory at 0x7f42be604400>,30:21.8
3a32cb72-d620-45c9-814c-7a41ecd7c64d,26,Dungeness_crab,<memory at 0x7f42be6044c0>,30:22.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,22,barometer,<memory at 0x7f42be604580>,30:21.8
3a32cb72-d620-45c9-814c-7a41ecd7c64d,6,marmoset,<memory at 0x7f42be604640>,30:26.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,36,hamster,<memory at 0x7f42be604700>,30:22.4
3a32cb72-d620-45c9-814c-7a41ecd7c64d,31,Indian_elephant,<memory at 0x7f42be6047c0>,30:25.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,80,fox_squirrel,<memory at 0x7f42be604880>,30:23.4
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,33,red_wolf,<memory at 0x7f42be604940>,30:22.6
a3357ec6-3f64-4265-bddc-476b458f357e,41,Kerry_blue_terrier,<memory at 0x7f42be604a00>,30:24.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,58,moving_van,<memory at 0x7f42be604ac0>,30:23.6
3a32cb72-d620-45c9-814c-7a41ecd7c64d,39,cassette_player,<memory at 0x7f42be604b80>,30:24.7
a3357ec6-3f64-4265-bddc-476b458f357e,1,goldfish,<memory at 0x7f42be604c40>,30:23.8
3a32cb72-d620-45c9-814c-7a41ecd7c64d,52,hartebeest,<memory at 0x7f42be604d00>,30:23.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,39,space_bar,<memory at 0x7f42be604dc0>,30:25.4
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,78,nematode,<memory at 0x7f42be604e80>,30:24.4
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,5,plate_rack,<memory at 0x7f42be604f40>,30:26.4
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,45,bearskin,<memory at 0x7f42be605000>,30:25.6
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,72,dugong,<memory at 0x7f42be6050c0>,30:26.6
a3357ec6-3f64-4265-bddc-476b458f357e,1,rock_beauty,<memory at 0x7f42be605180>,30:26.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,30,dugong,<memory at 0x7f42be605240>,20:31.1
3a32cb72-d620-45c9-814c-7a41ecd7c64d,30,red-breasted_merganser,<memory at 0x7f42be605300>,20:33.3
3a32cb72-d620-45c9-814c-7a41ecd7c64d,94,pedestal,<memory at 0x7f42be6053c0>,20:34.1
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,98,sarong,<memory at 0x7f42be605480>,20:32.0
a3357ec6-3f64-4265-bddc-476b458f357e,34,red_fox,<memory at 0x7f42be605540>,20:32.0
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,40,table_lamp,<memory at 0x7f42be605600>,20:33.7
a3357ec6-3f64-4265-bddc-476b458f357e,19,sorrel,<memory at 0x7f42be6056c0>,20:34.1
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,68,worm_fence,<memory at 0x7f42be605780>,30:27.6
3a32cb72-d620-45c9-814c-7a41ecd7c64d,5,revolver,<memory at 0x7f42be605840>,20:32.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,27,platypus,<memory at 0x7f42be605900>,30:27.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,56,matchstick,<memory at 0x7f42be6059c0>,20:32.8
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,52,screen,<memory at 0x7f42be605a80>,20:33.2
a3357ec6-3f64-4265-bddc-476b458f357e,4,beaver,<memory at 0x7f42be605b40>,30:27.8
a3357ec6-3f64-4265-bddc-476b458f357e,42,Bedlington_terrier,<memory at 0x7f42be605c00>,20:33.3
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,30,dugong,<memory at 0x7f42be605cc0>,20:34.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,65,Sealyham_terrier,<memory at 0x7f42be605d80>,30:32.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,95,killer_whale,<memory at 0x7f42be605e40>,30:27.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,43,lion,<memory at 0x7f42be605f00>,30:30.6
ca7700a1-ea73-4d67-84b4-efb99f1d4449,48,ski,<memory at 0x7f42be605fc0>,07:51.0
3a32cb72-d620-45c9-814c-7a41ecd7c64d,66,indri,<memory at 0x7f42be606080>,30:30.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,84,throne,<memory at 0x7f42be606140>,30:28.5
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,34,dhole,<memory at 0x7f42be606200>,30:28.6
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,80,fox_squirrel,<memory at 0x7f42be6062c0>,30:30.7
a3357ec6-3f64-4265-bddc-476b458f357e,64,ocarina,<memory at 0x7f42be606380>,30:28.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,2,bearskin,<memory at 0x7f42be606440>,30:28.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,63,grey_fox,<memory at 0x7f42be606500>,30:31.5
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,39,sidewinder,<memory at 0x7f42be6065c0>,30:29.4
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,52,worm_fence,<memory at 0x7f42be606680>,30:31.6
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,54,earthstar,<memory at 0x7f42be606740>,30:29.7
a3357ec6-3f64-4265-bddc-476b458f357e,41,tractor,<memory at 0x7f42be606800>,30:29.7
a3357ec6-3f64-4265-bddc-476b458f357e,17,trimaran,<memory at 0x7f42be6068c0>,30:31.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,72,grey_whale,<memory at 0x7f42be606980>,30:29.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,87,television,<memory at 0x7f42be606a40>,30:31.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,73,prayer_rug,<memory at 0x7f42be606b00>,30:32.6
a3357ec6-3f64-4265-bddc-476b458f357e,78,bow,<memory at 0x7f42be606bc0>,30:30.8
a3357ec6-3f64-4265-bddc-476b458f357e,67,dugong,<memory at 0x7f42be606c80>,30:32.8
04c54740-b19a-4634-8289-417512aef465,41,chain_saw,<memory at 0x7f42be606d40>,46:26.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,56,vine_snake,<memory at 0x7f42be606e00>,20:35.1
a98f6906-34ef-4a3c-b30f-622b7fd9874c,13,moving_van,<memory at 0x7f42be606ec0>,07:53.4
1bf05637-3c56-45ef-8d93-e6c3f244672f,4,marmoset,<memory at 0x7f42be606f80>,46:44.7
04c54740-b19a-4634-8289-417512aef465,82,daisy,<memory at 0x7f42be607040>,48:48.9
1bf05637-3c56-45ef-8d93-e6c3f244672f,48,moped,<memory at 0x7f42be607100>,48:48.9
71c6fafd-cbb4-4a03-ab61-1f4582bc170c,10,sunscreen,<memory at 0x7f42be6071c0>,07:53.6
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,1,goldfish,<memory at 0x7f42be607280>,48:48.9
b3502f80-e47f-4fee-9111-b8927f2c607e,83,bell_pepper,<memory at 0x7f42be607340>,07:53.6
436a24b7-7348-4bf5-9ccc-e4da222fa891,75,skunk,<memory at 0x7f42be607400>,07:53.9
ca7700a1-ea73-4d67-84b4-efb99f1d4449,83,bell_pepper,<memory at 0x7f42be6074c0>,07:54.0
a3357ec6-3f64-4265-bddc-476b458f357e,72,ocarina,<memory at 0x7f42be607580>,20:35.1
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,84,drilling_platform,<memory at 0x7f42be607640>,50:52.1
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,44,isopod,<memory at 0x7f42be607700>,20:35.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,21,chimpanzee,<memory at 0x7f42be6077c0>,20:36.0
3a32cb72-d620-45c9-814c-7a41ecd7c64d,22,analog_clock,<memory at 0x7f42be607880>,30:32.8
a3357ec6-3f64-4265-bddc-476b458f357e,11,punching_bag,<memory at 0x7f42be607940>,20:36.2
04c54740-b19a-4634-8289-417512aef465,70,daisy,<memory at 0x7f42be607a00>,48:49.0
9e1fb109-1b26-4286-8506-b51f2aa48218,31,Indian_elephant,<memory at 0x7f42be607ac0>,48:49.1
1bf05637-3c56-45ef-8d93-e6c3f244672f,95,grey_whale,<memory at 0x7f42be607b80>,48:49.1
eb1e3d68-fa70-4581-b045-3d1e58499d88,57,ocarina,<memory at 0x7f42be607c40>,48:49.0
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,12,otterhound,<memory at 0x7f42be607d00>,48:49.0
a3357ec6-3f64-4265-bddc-476b458f357e,19,oxcart,<memory at 0x7f42be607dc0>,20:40.2
3a32cb72-d620-45c9-814c-7a41ecd7c64d,35,face_powder,<memory at 0x7f42be607e80>,20:36.2
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,38,wallaby,<memory at 0x7f42be607f40>,20:36.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,66,fox_squirrel,<memory at 0x7f42be614040>,20:38.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,38,wallaby,<memory at 0x7f42be614100>,20:42.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,59,Kerry_blue_terrier,<memory at 0x7f42be6141c0>,20:37.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,11,sweatshirt,<memory at 0x7f42be614280>,20:42.0
3a32cb72-d620-45c9-814c-7a41ecd7c64d,7,ant,<memory at 0x7f42be614340>,20:40.2
a3357ec6-3f64-4265-bddc-476b458f357e,52,worm_fence,<memory at 0x7f42be614400>,20:37.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,95,grey_whale,<memory at 0x7f42be6144c0>,20:39.0
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,35,jersey,<memory at 0x7f42be614580>,20:41.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,39,space_bar,<memory at 0x7f42be614640>,20:37.2
a3357ec6-3f64-4265-bddc-476b458f357e,56,vine_snake,<memory at 0x7f42be614700>,20:39.1
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,72,sea_lion,<memory at 0x7f42be6147c0>,20:37.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,84,pool_table,<memory at 0x7f42be614880>,20:40.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,92,sweatshirt,<memory at 0x7f42be614940>,20:39.1
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,61,plate_rack,<memory at 0x7f42be614a00>,20:38.1
a3357ec6-3f64-4265-bddc-476b458f357e,2,Windsor_tie,<memory at 0x7f42be614ac0>,20:42.2
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,20,dining_table,<memory at 0x7f42be614b80>,20:39.8
a3357ec6-3f64-4265-bddc-476b458f357e,68,yawl,<memory at 0x7f42be614c40>,20:38.1
3a32cb72-d620-45c9-814c-7a41ecd7c64d,42,red_fox,<memory at 0x7f42be614d00>,20:38.1
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,20,pedestal,<memory at 0x7f42be614dc0>,20:43.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,4,fox_squirrel,<memory at 0x7f42be614e80>,20:41.0
3a32cb72-d620-45c9-814c-7a41ecd7c64d,78,nematode,<memory at 0x7f42be614f40>,20:43.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,58,moving_van,<memory at 0x7f42be615000>,20:40.0
a3357ec6-3f64-4265-bddc-476b458f357e,9,whiskey_jug,<memory at 0x7f42be6150c0>,20:41.2
3a32cb72-d620-45c9-814c-7a41ecd7c64d,2,nipple,<memory at 0x7f42be615180>,20:41.2
a98f6906-34ef-4a3c-b30f-622b7fd9874c,40,mousetrap,<memory at 0x7f42be615240>,07:54.5
436a24b7-7348-4bf5-9ccc-e4da222fa891,14,fox_squirrel,<memory at 0x7f42be615300>,07:55.0
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,32,electric_ray,<memory at 0x7f42be6153c0>,48:49.1
71c6fafd-cbb4-4a03-ab61-1f4582bc170c,54,Japanese_spaniel,<memory at 0x7f42be615480>,07:54.6
b3502f80-e47f-4fee-9111-b8927f2c607e,12,steel_arch_bridge,<memory at 0x7f42be615540>,07:54.8
3a32cb72-d620-45c9-814c-7a41ecd7c64d,20,dining_table,<memory at 0x7f42be615600>,20:42.2
ca7700a1-ea73-4d67-84b4-efb99f1d4449,74,amphibian,<memory at 0x7f42be6156c0>,07:53.1
a3357ec6-3f64-4265-bddc-476b458f357e,35,Windsor_tie,<memory at 0x7f42be615780>,20:43.2
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,55,kit_fox,<memory at 0x7f42be615840>,30:33.4
a3357ec6-3f64-4265-bddc-476b458f357e,95,killer_whale,<memory at 0x7f42be615900>,30:33.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,47,thresher,<memory at 0x7f42be6159c0>,30:33.9
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,28,nipple,<memory at 0x7f42be615a80>,20:43.7
a98f6906-34ef-4a3c-b30f-622b7fd9874c,82,daisy,<memory at 0x7f42be615b40>,07:55.5
04c54740-b19a-4634-8289-417512aef465,9,safety_pin,<memory at 0x7f42be615c00>,46:33.3
71c6fafd-cbb4-4a03-ab61-1f4582bc170c,46,oboe,<memory at 0x7f42be615cc0>,07:55.7
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,58,moving_van,<memory at 0x7f42be615d80>,48:49.2
b3502f80-e47f-4fee-9111-b8927f2c607e,79,barn_spider,<memory at 0x7f42be615e40>,07:55.7
436a24b7-7348-4bf5-9ccc-e4da222fa891,16,tripod,<memory at 0x7f42be615f00>,07:56.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,57,carton,<memory at 0x7f42be615fc0>,20:44.0
a3357ec6-3f64-4265-bddc-476b458f357e,60,hartebeest,<memory at 0x7f42be616080>,20:53.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,93,dugong,<memory at 0x7f42be616140>,30:33.7
a3357ec6-3f64-4265-bddc-476b458f357e,94,chiffonier,<memory at 0x7f42be616200>,20:44.2
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,5,entertainment_center,<memory at 0x7f42be6162c0>,30:34.4
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,55,meerkat,<memory at 0x7f42be616380>,49:42.7
eb1e3d68-fa70-4581-b045-3d1e58499d88,30,killer_whale,<memory at 0x7f42be616440>,48:49.2
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,98,overskirt,<memory at 0x7f42be616500>,49:42.8
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,5,scale,<memory at 0x7f42be6165c0>,49:42.7
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,76,abaya,<memory at 0x7f42be616680>,49:42.9
3a32cb72-d620-45c9-814c-7a41ecd7c64d,76,pickelhaube,<memory at 0x7f42be616740>,20:44.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,83,ping-pong_ball,<memory at 0x7f42be616800>,21:05.1
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,33,tusker,<memory at 0x7f42be6168c0>,20:44.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,40,chime,<memory at 0x7f42be616980>,20:45.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,25,studio_couch,<memory at 0x7f42be616a40>,21:04.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,81,passenger_car,<memory at 0x7f42be616b00>,20:45.0
1bf05637-3c56-45ef-8d93-e6c3f244672f,35,matchstick,<memory at 0x7f42be616bc0>,46:33.4
a3357ec6-3f64-4265-bddc-476b458f357e,35,bulletproof_vest,<memory at 0x7f42be616c80>,20:45.2
eb1e3d68-fa70-4581-b045-3d1e58499d88,34,kit_fox,<memory at 0x7f42be616d40>,46:33.4
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,62,daisy,<memory at 0x7f42be616e00>,49:43.1
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,21,spider_monkey,<memory at 0x7f42be616ec0>,49:43.2
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,58,school_bus,<memory at 0x7f42be616f80>,49:43.6
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,79,dhole,<memory at 0x7f42be617040>,49:43.1
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,36,hamster,<memory at 0x7f42be617100>,49:43.5
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,56,cardoon,<memory at 0x7f42be6171c0>,49:43.5
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,4,hog,<memory at 0x7f42be617280>,49:43.3
3a32cb72-d620-45c9-814c-7a41ecd7c64d,57,nipple,<memory at 0x7f42be617340>,20:45.3
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,40,pedestal,<memory at 0x7f42be617400>,20:46.0
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,15,Arabian_camel,<memory at 0x7f42be6174c0>,20:46.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,8,mountain_bike,<memory at 0x7f42be617580>,20:48.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,39,screen,<memory at 0x7f42be617640>,20:49.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,18,book_jacket,<memory at 0x7f42be617700>,20:47.0
a3357ec6-3f64-4265-bddc-476b458f357e,38,coyote,<memory at 0x7f42be6177c0>,20:46.1
a3357ec6-3f64-4265-bddc-476b458f357e,33,corn,<memory at 0x7f42be617880>,20:48.2
3a32cb72-d620-45c9-814c-7a41ecd7c64d,30,eel,<memory at 0x7f42be617940>,20:46.2
a3357ec6-3f64-4265-bddc-476b458f357e,77,custard_apple,<memory at 0x7f42be617a00>,20:49.2
3a32cb72-d620-45c9-814c-7a41ecd7c64d,21,abaya,<memory at 0x7f42be617ac0>,20:48.2
3a32cb72-d620-45c9-814c-7a41ecd7c64d,31,African_elephant,<memory at 0x7f42be617b80>,20:50.2
a3357ec6-3f64-4265-bddc-476b458f357e,56,matchstick,<memory at 0x7f42be617c40>,20:47.1
a3357ec6-3f64-4265-bddc-476b458f357e,14,packet,<memory at 0x7f42be617d00>,20:51.2
3a32cb72-d620-45c9-814c-7a41ecd7c64d,45,magnetic_compass,<memory at 0x7f42be617dc0>,20:47.2
a3357ec6-3f64-4265-bddc-476b458f357e,96,Dandie_Dinmont,<memory at 0x7f42be617e80>,20:52.3
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,78,nematode,<memory at 0x7f42be617f40>,20:47.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,55,dugong,<memory at 0x7f42be61c040>,20:49.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,31,African_elephant,<memory at 0x7f42be61c100>,20:48.0
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,10,pedestal,<memory at 0x7f42be61c1c0>,20:50.7
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,56,pot,<memory at 0x7f42be61c280>,20:50.0
a3357ec6-3f64-4265-bddc-476b458f357e,36,guinea_pig,<memory at 0x7f42be61c340>,21:05.2
a3357ec6-3f64-4265-bddc-476b458f357e,28,espresso_maker,<memory at 0x7f42be61c400>,20:50.2
3a32cb72-d620-45c9-814c-7a41ecd7c64d,38,hare,<memory at 0x7f42be61c4c0>,20:51.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,22,guillotine,<memory at 0x7f42be61c580>,20:51.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,91,isopod,<memory at 0x7f42be61c640>,20:52.1
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,46,Windsor_tie,<memory at 0x7f42be61c700>,20:52.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,59,thresher,<memory at 0x7f42be61c7c0>,20:51.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,74,polecat,<memory at 0x7f42be61c880>,20:52.3
3a32cb72-d620-45c9-814c-7a41ecd7c64d,79,barn_spider,<memory at 0x7f42be61c940>,21:05.2
ca7700a1-ea73-4d67-84b4-efb99f1d4449,71,steel_arch_bridge,<memory at 0x7f42be61ca00>,07:55.0
3a32cb72-d620-45c9-814c-7a41ecd7c64d,35,croquet_ball,<memory at 0x7f42be61cac0>,20:49.2
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,28,table_lamp,<memory at 0x7f42be61cb80>,30:41.4
a3357ec6-3f64-4265-bddc-476b458f357e,82,daisy,<memory at 0x7f42be61cc40>,30:38.8
3a32cb72-d620-45c9-814c-7a41ecd7c64d,57,pretzel,<memory at 0x7f42be61cd00>,30:34.7
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,36,hamster,<memory at 0x7f42be61cdc0>,30:35.6
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,34,black_grouse,<memory at 0x7f42be61ce80>,30:37.6
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,49,bobsled,<memory at 0x7f42be61cf40>,30:35.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,92,yellow_lady's_slipper,<memory at 0x7f42be61d000>,30:40.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,56,seashore,<memory at 0x7f42be61d0c0>,30:38.8
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,33,isopod,<memory at 0x7f42be61d180>,30:37.7
a3357ec6-3f64-4265-bddc-476b458f357e,24,tick,<memory at 0x7f42be61d240>,30:35.9
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,63,platypus,<memory at 0x7f42be61d300>,30:41.6
3a32cb72-d620-45c9-814c-7a41ecd7c64d,59,komondor,<memory at 0x7f42be61d3c0>,30:35.9
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,95,grey_whale,<memory at 0x7f42be61d480>,30:39.6
a3357ec6-3f64-4265-bddc-476b458f357e,62,punching_bag,<memory at 0x7f42be61d540>,30:37.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,65,brambling,<memory at 0x7f42be61d600>,30:36.4
3a32cb72-d620-45c9-814c-7a41ecd7c64d,21,chimpanzee,<memory at 0x7f42be61d6c0>,30:37.8
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,71,planetarium,<memory at 0x7f42be61d780>,30:36.6
a3357ec6-3f64-4265-bddc-476b458f357e,0,punching_bag,<memory at 0x7f42be61d840>,30:36.8
3a32cb72-d620-45c9-814c-7a41ecd7c64d,65,Angora,<memory at 0x7f42be61d900>,30:36.8
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,78,sidewinder,<memory at 0x7f42be61d9c0>,30:38.5
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,3,ice_bear,<memory at 0x7f42be61da80>,30:39.8
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,7,ladybug,<memory at 0x7f42be61db40>,30:40.8
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,7,tiger_beetle,<memory at 0x7f42be61dc00>,30:38.7
a98f6906-34ef-4a3c-b30f-622b7fd9874c,3,ice_bear,<memory at 0x7f42be61dcc0>,07:56.5
3a32cb72-d620-45c9-814c-7a41ecd7c64d,50,lesser_panda,<memory at 0x7f42be61dd80>,30:41.7
a3357ec6-3f64-4265-bddc-476b458f357e,42,cheetah,<memory at 0x7f42be61de40>,30:39.9
a3357ec6-3f64-4265-bddc-476b458f357e,92,sweatshirt,<memory at 0x7f42be61df00>,30:40.9
3a32cb72-d620-45c9-814c-7a41ecd7c64d,76,plate_rack,<memory at 0x7f42be61dfc0>,30:39.9
3a32cb72-d620-45c9-814c-7a41ecd7c64d,51,langur,<memory at 0x7f42be61e080>,30:40.9
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,64,macaque,<memory at 0x7f42be61e140>,20:53.1
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,49,volcano,<memory at 0x7f42be61e200>,30:34.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,62,rock_beauty,<memory at 0x7f42be61e2c0>,20:53.2
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,62,packet,<memory at 0x7f42be61e380>,50:54.2
b3502f80-e47f-4fee-9111-b8927f2c607e,41,lawn_mower,<memory at 0x7f42be61e440>,07:56.7
436a24b7-7348-4bf5-9ccc-e4da222fa891,93,barn_spider,<memory at 0x7f42be61e500>,07:57.0
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,41,lawn_mower,<memory at 0x7f42be61e5c0>,20:53.7
3a32cb72-d620-45c9-814c-7a41ecd7c64d,66,patas,<memory at 0x7f42be61e680>,20:54.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,16,pick,<memory at 0x7f42be61e740>,20:54.1
a3357ec6-3f64-4265-bddc-476b458f357e,20,dining_table,<memory at 0x7f42be61e800>,30:34.7
a3357ec6-3f64-4265-bddc-476b458f357e,81,milk_can,<memory at 0x7f42be61e8c0>,20:54.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,7,ant,<memory at 0x7f42be61e980>,20:55.1
9e1fb109-1b26-4286-8506-b51f2aa48218,71,grey_whale,<memory at 0x7f42be61ea40>,46:26.8
